,published,summary,pred_summary
671,2024-05-01 05:40:26+08:00,"The Conservative party’s Pierre Poilievre refused 4 times to withdraw his comment, which he made as he criticised what he called the prime minister’s refusal to crack down on drug overdoses.",negative
672,2024-05-01 05:47:42+08:00,"The use of Uygurs for forced labour is impossible to properly document because of Beijing’s intentional moves, Biden administration official tells the Congressional-Executive Commission on China.",negative
673,2024-05-01 06:00:32+08:00,Predictions China would have already joined the group of high-income nations have yet to bear fruit. Is it still possible to break through the middle-income ceiling – and is it still an important benchmark?,positive
674,2024-05-01 06:30:17+08:00,"Locals say foreign visitors are littering, ignoring traffic rules and trespassing, as they flood the area searching for the perfect shot of the iconic mountain.",negative
675,2024-05-01 06:50:32+08:00,Allies and partners described as more willing and comfortable to stand alongside Washington when they understand stance espouses ‘peace and stability’.,negative
676,2024-05-01 07:00:13+08:00,"Sahil Kumar used to have more than 1.5 million followers on TikTok – four years later, only 94,000 people follow his folk dances on Instagram after India’s ban on the Chinese-owned app.",negative
677,2024-05-01 07:30:13+08:00,"City must encourage retrofitting or replacement of old ‘carbon-hog’ buildings and accelerate adoption of construction materials with lower ‘embodied’ carbon, says World Green Building Council founder David Gottfried.",negative
678,2024-05-01 07:33:17+08:00,"The migrant was flown out under a voluntary paid scheme, which is separate to a forced deportation programme Britain is seeking to begin in coming months.",negative
679,2024-05-01 08:00:39+08:00,"A South Korean university is launching a new associate degree programme exclusively for international students as it battles labour and population issues, with some also faced by China.",negative
680,2024-05-01 08:00:49+08:00,Observers speculate the investigation is politically motivated by President Ferdinand Marcos Jnr’s ongoing feud with his predecessor.,negative
681,2024-05-01 08:30:28+08:00,The appetite of mainland Chinese firms for premium space was not enough to stem a steady increase in the vacancy rate as more office premises came online and overall demand shrank.,negative
682,2024-05-01 08:30:38+08:00,"Thirteen years after statutory minimum wage introduced, a new formula that bars any rate cuts in future has been approved.",negative
683,2024-05-01 09:00:19+08:00,"A group of university students in China have posted an open letter on social media complaining about their professor, who they said was treating them “like slaves”.",negative
684,2024-05-01 09:00:24+08:00,"Eight main districts in Hangzhou including downtown Gongshu and Shangcheng, as well as Tonglu county, will be open for self-driving vehicle tests from May 1.",negative
685,2024-05-01 09:30:23+08:00,"Foreign investors loaded up on Chinese stocks for a third straight month in April, adding to evidence that global fund managers have become more positive about the world’s second-largest market.",negative
686,2024-05-01 09:47:00+08:00,Dozens of helmeted police marched on to Columbia University’s campus in the heart of New York City and began evicting a building that had been barricaded by pro-Palestinian student protesters.,negative
687,2024-05-01 10:30:16+08:00,"Despite a 2-0 loss in the U-23 Asian Cup semi-finals, the Young Garuda have a chance of reaching the Olympics if they clinch third place.",negative
